Customer ID;Registration Date;Network;Platform;Age;Gender;Marital Status;Kids;Occupation;Automobile;Property;Number of Logins;Last Login Date;Number of Interactions;Number of Exist. Contracts;Number of New Contracts;Sum of Yearly Management Fee;Sum of Sales Fee
4800;19.03.17;Print;app;41;male;Married;YES;Freelancer/Self-employed;YES;NO;12;04.12.17;2;2;0;116,29;0
4801;23.03.17;Digital Incent;app;35;male;In a Partnership;YES;Employee;YES;YES;14;09.04.17;8;1;0;0;0
4802;27.02.17;Organic;app;29;male;In a Partnership;NO;Student/Trainee;YES;YES;2;27.02.17;0;1;0;0;0
4803;28.05.17;Partnership (non rev share);web;51;male;Single;YES;Employee;YES;NO;21;19.12.17;15;4;0;27,43;0
4804;15.02.17;Organic;web;33;male;Single;NO;Freelancer/Self-employed;NO;NO;4;30.03.17;6;3;0;0;0
4805;08.02.17;Partnership (non rev share);web;39;male;Married;YES;Employee;NO;NO;41;06.11.17;20;8;1;32,86;85
4806;12.03.17;Promotions;web;41;male;Single;NO;Civil Servant;YES;NO;1;12.03.17;5;3;0;0;0
4807;12.03.17;Organic;app;38;male;Single;NO;Employee;YES;NO;18;07.10.17;9;9;0;0;0
4808;19.04.17;Partnership (non rev share);web;64;male;Married;YES;Retired;YES;NO;29;02.05.18;35;11;0;384,09;0
4809;24.03.17;Digital Incent;app;38;male;Married;YES;Employee;YES;NO;42;28.02.18;6;5;0;0;0
4810;14.04.17;Facebook;app;36;male;Married;NO;Employee;YES;NO;5;15.04.17;1;;;0;0
4811;16.03.17;Partnership (non rev share);web;43;male;Married;YES;Employee;YES;NO;22;04.03.18;18;5;1;37,32;0
4812;04.02.17;Organic;app;28;male;Single;NO;Employee;YES;NO;62;10.04.17;6;4;0;0;0
4813;20.01.17;Digital Incent;app;25;male;Single;NO;Student/Trainee;YES;YES;3;20.01.17;0;;;0;0
4814;07.02.17;Organic;app;27;male;Single;NO;Employee;YES;NO;14;01.11.17;16;1;0;0;0
4815;09.03.17;Digital Incent;web;41;male;Married;YES;Employee;YES;NO;17;08.10.17;18;2;0;22,9;0
4816;09.01.17;Organic;app;54;male;In a Partnership;YES;Employee;YES;YES;27;18.11.17;6;0;1;17,21;0
4817;04.05.17;Digital Incent;app;54;male;Single;NO;Civil Servant;NO;NO;2;04.05.17;3;1;0;0;0
4818;28.04.17;Partnership (non rev share);app;51;male;Married;YES;Employee;YES;NO;23;25.05.17;8;4;0;0;0
4819;23.05.17;Partnership (non rev share);web;46;female;Married;YES;Employee;YES;NO;56;19.02.18;40;11;0;56,6;0
4820;18.04.17;Partnership (non rev share);web;41;male;Married;NO;Employee;YES;NO;6;23.09.17;11;6;0;7,7;0
4821;05.05.17;Digital Incent;app;32;male;Single;NO;Unemployeed;NO;NO;14;29.06.17;2;1;0;0;0
4822;09.03.17;Promotions;web;25;male;Single;NO;Employee;YES;NO;140;18.04.18;59;8;0;16,23;0
4823;17.02.17;Organic;app;33;male;Married;YES;Employee;YES;YES;83;13.02.18;8;5;0;17,5;0
4824;24.02.17;Digital Incent;app;74;male;Single;YES;Retired;NO;NO;4;26.02.17;0;1;0;0;0
4825;04.02.17;Organic;web;40;male;Married;NO;Employee;NO;NO;64;14.03.18;15;7;0;25,25;0
4826;09.04.17;Digital Incent;app;35;male;Single;NO;Employee;YES;NO;2;09.04.17;16;2;0;0;0
4827;28.02.17;Organic;app;30;male;In a Partnership;NO;Employee;YES;YES;10;06.12.17;8;2;0;60,07;0
4828;31.05.17;Partnership (non rev share);web;57;male;Single;NO;Employee;YES;NO;34;06.12.17;16;9;0;0;0
4829;20.02.17;Organic;web;33;male;In a Partnership;NO;Employee;NO;NO;4;21.02.17;17;1;0;15,97;0
4830;19.03.17;Digital Incent;app;24;male;Single;NO;Unemployeed;NO;NO;4;19.03.17;4;1;0;0;0
4831;17.05.17;Partnership (non rev share);web;50;male;Married;YES;Employee;YES;NO;14;18.01.18;9;6;0;0;0
4832;15.03.17;Organic;app;79;male;Married;YES;Retired;YES;NO;7;16.04.17;9;2;0;0;0
4833;21.02.17;Organic;app;32;male;Single;NO;Employee;NO;NO;40;11.01.18;19;2;7;58,09;2552,72
4834;26.04.17;Partnership (non rev share);web;67;male;Married;YES;Retired;YES;NO;3;03.05.17;9;3;0;0;0
4835;09.05.17;Organic;app;45;male;In a Partnership;YES;Employee;YES;YES;9;09.06.17;8;3;0;93,8;0
4836;20.05.17;Partnership (non rev share);web;24;male;Single;NO;Student/Trainee;YES;NO;7;16.10.17;6;4;0;0;0
4837;18.04.17;Digital Incent;app;39;female;Married;YES;Employee;YES;NO;2;18.04.17;6;;;0;0
4838;01.01.17;Digital Incent;app;35;male;In a Partnership;NO;Civil Servant;YES;NO;2;01.01.17;2;1;0;20,66;0
4839;26.02.17;Digital Incent;app;27;male;Single;YES;Freelancer/Self-employed;YES;NO;1;26.02.17;8;1;0;0;0
4840;27.03.17;Organic;app;55;male;Married;YES;Freelancer/Self-employed;YES;NO;6;27.03.17;7;2;0;139,85;0
4841;20.05.17;Partnership (non rev share);web;39;male;Single;NO;Employee;YES;NO;75;03.03.18;16;7;0;126,65;0
4842;06.03.17;Promotions;web;29;male;Single;NO;Employee;YES;NO;1;06.03.17;4;1;0;0;0
4843;17.05.17;Partnership (non rev share);web;63;male;Married;NO;Retired;YES;NO;199;23.04.18;44;8;1;45,37;0
4844;24.02.17;Digital Incent;app;24;male;Single;NO;Employee;NO;NO;5;25.02.17;0;1;0;0;0
4845;18.03.17;Promotions;web;38;female;Single;YES;Unemployeed;NO;NO;11;11.01.18;4;4;0;34,01;0
4846;31.05.17;Partnership (non rev share);web;29;male;Married;YES;Employee;YES;NO;17;14.07.17;16;6;0;1,83;0
4847;18.04.17;Organic;web;26;male;In a Partnership;NO;Employee;YES;NO;4;27.09.17;16;6;0;0;0
4848;06.03.17;Digital Incent;app;28;female;In a Partnership;NO;Employee;YES;YES;1;07.03.17;2;2;0;0;0
4849;28.05.17;Partnership (non rev share);web;29;male;Single;NO;Employee;NO;NO;2;28.05.17;7;;;0;0
4850;31.03.17;Organic;app;65;male;Married;NO;Retired;YES;NO;83;11.04.18;33;7;2;71,04;0
4851;09.03.17;Digital Incent;app;37;male;Single;YES;Retired;NO;NO;2;09.03.17;0;1;0;0;0
4852;03.01.17;Organic;app;28;male;In a Partnership;NO;Employee;YES;YES;11;23.01.17;3;2;0;103,87;0
4853;18.03.17;Organic;app;35;male;Married;NO;Civil Servant;YES;NO;99;12.04.18;38;8;0;79,45;0
4854;30.05.17;Partnership (non rev share);web;36;male;Married;YES;Employee;YES;NO;12;29.03.18;13;3;1;63,03;0
4855;19.04.17;Partnership (non rev share);web;46;male;Married;YES;Employee;YES;NO;21;22.06.17;13;3;0;0;0
4856;22.01.17;Organic;app;36;female;Married;YES;Unemployeed;YES;NO;10;08.02.17;10;1;0;0;0
4857;14.02.17;Promotions;web;35;female;In a Partnership;NO;Civil Servant;YES;NO;13;04.09.17;5;9;0;37,58;0
4858;08.04.17;Organic;app;66;female;Married;YES;Retired;YES;YES;10;15.04.17;3;3;0;0;0
4859;26.03.17;Partnership (non rev share);web;39;male;Married;YES;Employee;YES;NO;27;01.07.17;3;7;0;87,84;0
4860;31.05.17;Partnership (non rev share);web;24;male;Single;NO;Employee;YES;YES;1;31.05.17;3;;;0;0
4861;04.02.17;Organic;app;33;male;Married;YES;Employee;YES;YES;88;03.05.18;45;7;2;62,39;1792,7
4862;20.05.17;Partnership (non rev share);web;49;male;Single;NO;Employee;NO;NO;46;04.04.18;13;10;1;97,97;89,25
4863;06.04.17;Digital Incent;app;35;male;In a Partnership;YES;Unemployeed;NO;NO;8;27.04.17;11;;;0;0
4864;28.05.17;Promotions;web;26;male;Single;NO;Student/Trainee;NO;NO;21;09.03.18;2;3;0;0;0
4865;25.01.17;Digital Incent;app;41;female;Married;YES;Employee;NO;NO;21;24.01.18;5;3;0;5,52;0
4866;26.01.17;Organic;app;36;male;In a Partnership;NO;Employee;NO;NO;51;16.10.17;2;4;0;36,17;0
4867;10.03.17;Digital Incent;app;22;male;Single;YES;Unemployeed;NO;NO;2;10.03.17;1;1;0;0;0
4868;28.02.17;Search;app;39;female;Married;YES;Employee;YES;NO;5;02.03.17;1;1;0;0;0
4869;25.04.17;Partnership (non rev share);web;29;female;Single;NO;Employee;NO;YES;2;25.04.17;4;;;0;0
4870;10.05.17;Digital Incent;app;29;male;In a Partnership;YES;Employee;YES;NO;4;10.05.17;6;2;0;20,16;0
4871;02.05.17;Organic;web;33;female;Married;YES;Employee;YES;NO;47;23.09.17;9;5;0;14,83;0
4872;21.01.17;Organic;web;40;male;Married;YES;Employee;NO;NO;30;25.04.18;12;5;1;113,46;0
4873;23.04.17;Partnership (non rev share);web;41;male;Single;NO;Employee;NO;NO;3;29.04.17;10;4;0;33,22;0
4874;17.01.17;Promotions;web;39;male;Married;YES;Civil Servant;YES;NO;20;02.03.17;3;4;0;22,96;0
4875;01.01.17;Organic;app;48;male;Single;NO;Unemployeed;NO;NO;5;15.02.17;6;1;0;11,63;0
4876;27.04.17;Partnership (non rev share);web;71;male;Married;YES;Retired;YES;NO;2;27.04.17;9;2;0;0;0
4877;01.03.17;Promotions;web;26;male;In a Partnership;NO;Employee;YES;NO;10;14.06.17;1;1;0;0;0
4878;28.04.17;Organic;app;49;female;Married;YES;Employee;YES;NO;11;12.05.17;13;2;0;0;0
4879;11.03.17;Digital Incent;app;27;female;In a Partnership;NO;Employee;YES;NO;2;11.03.17;1;;;0;0
4880;30.04.17;Organic;app;33;male;In a Partnership;NO;Employee;YES;NO;8;11.05.17;4;3;0;0;0
4881;28.03.17;Facebook;app;24;male;In a Partnership;NO;Employee;NO;NO;4;28.03.17;5;1;0;0;0
4882;16.03.17;Organic;app;20;male;In a Partnership;NO;Employee;YES;NO;15;09.04.17;4;1;0;0;0
4883;15.03.17;Organic;app;25;female;Single;NO;Employee;NO;NO;56;17.02.18;27;2;2;56,5;188
4884;13.01.17;Digital Incent;app;34;female;In a Partnership;NO;Unemployeed;NO;NO;3;13.01.17;3;3;0;13,83;0
4885;06.02.17;Partnership (non rev share);web;43;male;In a Partnership;YES;Freelancer/Self-employed;NO;NO;10;01.09.17;4;1;0;0;0
4886;17.03.17;Organic;web;30;male;In a Partnership;YES;Employee;NO;YES;16;24.04.17;7;4;0;37,61;0
4887;12.05.17;Digital Incent;app;22;male;Single;NO;Employee;YES;NO;2;12.05.17;3;1;0;0;0
4888;31.01.17;Organic;app;28;male;In a Partnership;NO;Employee;YES;NO;7;07.02.17;9;;;0;0
4889;08.04.17;Facebook;app;22;male;Married;YES;Employee;YES;YES;20;11.05.17;9;1;0;0;0
4890;03.03.17;Digital Incent;app;25;male;In a Partnership;NO;Unemployeed;NO;NO;1;03.03.17;0;1;0;0;0
4891;16.02.17;Organic;web;29;male;In a Partnership;NO;Employee;NO;NO;32;16.02.18;30;14;0;21,64;0
4892;31.05.17;Organic;app;26;male;Single;NO;Employee;YES;NO;1;31.05.17;6;1;0;0;0
4893;22.05.17;Partnership (non rev share);web;27;male;Single;NO;Employee;NO;NO;10;12.01.18;6;5;0;24,16;0
4894;06.03.17;Organic;web;30;male;In a Partnership;NO;Employee;YES;NO;28;24.08.17;2;6;0;32,08;0
4895;10.03.17;Organic;app;20;male;Single;NO;Employee;NO;NO;2;10.03.17;3;1;0;0;0
4896;26.03.17;Digital Incent;app;22;male;In a Partnership;YES;Unemployeed;NO;NO;2;26.03.17;1;1;0;0;0
4897;18.01.17;Organic;app;39;male;Married;NO;Employee;YES;NO;8;30.01.17;11;4;0;0;0
4898;17.04.17;Organic;app;27;male;In a Partnership;YES;Employee;YES;NO;36;30.04.18;18;5;0;23,74;0
4899;23.05.17;Digital Incent;web;46;male;In a Partnership;YES;Unemployeed;YES;NO;8;03.06.17;8;0;0;0;0
4900;31.05.17;Partnership (non rev share);web;63;male;In a Partnership;YES;Retired;YES;NO;3;31.05.17;4;1;0;0;0
4901;14.04.17;Partnership (non rev share);web;39;male;Married;YES;Employee;YES;NO;16;02.10.17;4;6;0;13,69;0
4902;17.05.17;Partnership (non rev share);web;35;female;Single;NO;Employee;NO;NO;5;21.06.17;14;2;0;0;0
4903;16.05.17;Partnership (non rev share);web;32;female;In a Partnership;NO;Employee;YES;NO;7;21.05.17;8;3;0;0;0
4904;26.04.17;Partnership (non rev share);web;38;male;Married;YES;Civil Servant;YES;NO;16;15.03.18;7;6;0;122,86;0
4905;26.04.17;Organic;app;30;male;Married;YES;Employee;YES;NO;20;16.11.17;5;3;0;22,79;0
4906;11.02.17;Partnership (non rev share);web;47;male;In a Partnership;YES;Employee;YES;NO;24;14.04.18;26;4;0;0;0
4907;20.05.17;Digital Incent;app;24;male;Married;NO;Employee;YES;NO;14;14.11.17;16;5;0;48,23;0
4908;05.02.17;Organic;web;40;male;Married;YES;Employee;NO;YES;35;27.09.17;11;10;0;227,03;0
4909;05.03.17;Digital Incent;app;28;female;In a Partnership;YES;Unemployeed;NO;NO;4;05.03.17;7;1;0;0;0
4910;20.05.17;Partnership (non rev share);web;52;male;Married;YES;Employee;YES;NO;2;20.05.17;2;1;0;0;0
4911;14.04.17;Facebook;app;34;male;In a Partnership;YES;Employee;YES;NO;6;19.04.17;2;2;0;0;0
4912;09.04.17;Organic;web;54;male;Single;NO;Retired;NO;NO;41;03.11.17;18;6;2;88,04;0
4913;26.02.17;Organic;app;23;male;In a Partnership;NO;Employee;NO;NO;49;01.03.18;39;3;1;0;0
4914;18.05.17;Partnership (non rev share);web;41;male;In a Partnership;NO;Employee;NO;NO;71;04.02.18;13;5;0;48,21;0
4915;16.04.17;Organic;app;79;male;Married;YES;Retired;YES;NO;30;04.04.18;12;6;0;219,21;0
4916;07.04.17;Search;app;61;male;Married;YES;Employee;YES;NO;14;02.11.17;4;3;0;18,02;0
4917;16.05.17;Search;app;39;female;In a Partnership;YES;Employee;YES;NO;15;30.12.17;8;7;0;49,97;0
4918;19.04.17;Partnership (non rev share);web;26;male;Married;YES;Employee;YES;YES;19;02.04.18;14;0;0;0;0
4919;18.03.17;Search;app;36;male;Married;YES;Employee;YES;NO;8;29.03.17;6;1;0;0;0
4920;27.01.17;Organic;web;43;female;Married;YES;Civil Servant;YES;NO;23;27.02.17;6;3;0;0;0
4921;19.01.17;Digital Incent;app;51;male;Married;YES;Freelancer/Self-employed;YES;NO;5;19.01.17;0;;;0;0
4922;16.02.17;Digital Incent;app;37;female;Single;YES;Employee;NO;NO;4;17.02.17;5;1;0;0;0
4923;07.02.17;Digital Incent;app;48;female;Single;YES;Unemployeed;NO;NO;4;11.02.17;3;2;0;0;0
4924;29.05.17;Partnership (non rev share);web;65;female;Married;YES;Retired;YES;NO;70;28.04.18;63;5;3;67,19;0
4925;16.03.17;Partnership (non rev share);web;48;female;Married;YES;Freelancer/Self-employed;YES;NO;11;22.02.18;14;3;0;0;0
4926;01.03.17;Promotions;web;76;female;Single;YES;Retired;NO;NO;9;04.09.17;9;4;0;0;0
4927;27.04.17;Partnership (non rev share);web;36;male;In a Partnership;NO;Employee;YES;NO;10;26.11.17;2;1;0;0;0
4928;01.02.17;Search;app;31;male;Married;NO;Employee;YES;NO;42;28.12.17;11;6;0;42,59;0
4929;22.05.17;Partnership (non rev share);web;32;female;In a Partnership;NO;Employee;YES;NO;4;28.08.17;3;3;0;16,6;0
4930;30.04.17;Partnership (non rev share);web;38;male;Married;NO;Employee;NO;NO;2;30.04.17;2;1;0;0;0
4931;11.03.17;Promotions;web;43;male;Married;YES;Employee;YES;NO;10;15.10.17;17;6;0;57,96;0
4932;17.03.17;Organic;app;32;male;Single;NO;Employee;NO;NO;18;17.08.17;3;0;0;0;0
4933;17.01.17;Organic;app;59;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;24;31.01.18;7;5;0;39,29;0
4934;02.02.17;Organic;web;39;female;Married;YES;Employee;YES;NO;13;08.01.18;14;7;0;0;0
4935;20.04.17;Partnership (non rev share);web;47;female;Single;YES;Employee;YES;NO;66;09.11.17;36;6;1;120,6;0
4936;22.01.17;Organic;app;33;male;In a Partnership;NO;Employee;YES;YES;32;12.02.18;3;4;0;10,66;0
4937;18.05.17;Partnership (non rev share);web;36;male;Single;YES;Employee;NO;NO;1;18.05.17;15;;;0;0
4938;12.04.17;Partnership (non rev share);web;22;female;In a Partnership;NO;Employee;YES;YES;19;09.10.17;4;4;0;12,96;0
4939;18.05.17;Partnership (non rev share);web;37;male;In a Partnership;NO;Employee;YES;NO;5;16.03.18;5;1;0;0;0
4940;24.05.17;Digital Incent;app;28;male;Single;NO;Unemployeed;YES;NO;16;13.06.17;5;1;0;0;0
4941;16.03.17;Partnership (non rev share);web;28;male;In a Partnership;NO;Employee;NO;NO;8;14.02.18;3;3;0;24;0
4942;12.03.17;Digital Incent;app;28;male;Married;YES;Unemployeed;NO;NO;11;11.04.17;1;1;0;0;0
4943;01.01.17;Organic;app;29;male;Single;NO;Employee;YES;YES;4;06.01.17;13;4;0;0;0
4944;27.04.17;Partnership (non rev share);app;30;male;Married;YES;Employee;NO;NO;35;01.01.18;6;2;0;37,8;0
4945;15.05.17;Organic;app;28;male;Single;NO;Unemployeed;NO;NO;10;11.06.17;9;3;0;20,53;0
4946;19.01.17;Print;web;48;male;Single;NO;Employee;NO;NO;25;20.02.17;11;3;0;66;0
4947;23.02.17;Organic;web;51;female;Married;NO;Freelancer/Self-employed;YES;NO;29;11.03.18;45;8;0;44,02;0
4948;26.02.17;Digital Incent;app;26;male;Single;NO;Student/Trainee;NO;YES;2;26.02.17;0;1;0;0;0
4949;18.04.17;Partnership (non rev share);web;46;male;Single;NO;Civil Servant;YES;NO;177;29.04.18;4;4;0;14,11;0
4950;22.03.17;Promotions;web;49;male;Married;NO;Employee;YES;NO;5;14.03.18;5;3;0;14,66;0
4951;02.05.17;Partnership (non rev share);web;38;male;Married;YES;Employee;YES;NO;28;27.03.18;6;3;0;16,45;0
4952;25.04.17;Partnership (non rev share);web;29;male;In a Partnership;NO;Employee;YES;NO;51;01.05.18;16;5;0;0;0
4953;25.03.17;Organic;app;59;male;Married;YES;Employee;YES;NO;2;29.07.17;14;2;0;0;0
4954;22.02.17;Digital Incent;app;38;male;In a Partnership;YES;Employee;NO;NO;13;29.04.18;4;1;0;127,65;0
4955;11.04.17;Partnership (non rev share);web;42;male;Single;NO;Employee;NO;NO;39;18.04.18;16;7;2;92,22;0
4956;18.04.17;Organic;app;31;female;Single;YES;Employee;YES;NO;4;19.04.17;9;3;0;38,91;0
4957;22.05.17;Digital Incent;app;26;male;In a Partnership;YES;Employee;YES;NO;3;23.05.17;5;1;0;0;0
4958;15.05.17;Organic;web;39;female;Married;YES;Employee;YES;NO;2;15.05.17;5;1;0;0;0
4959;25.04.17;Partnership (non rev share);web;34;male;Married;NO;Employee;NO;NO;7;16.05.17;4;2;0;18,56;0
4960;24.05.17;Partnership (non rev share);web;43;male;Married;YES;Employee;NO;NO;9;02.12.17;13;8;0;180,76;0
4961;27.02.17;Digital Incent;app;30;female;Married;YES;Unemployeed;YES;NO;1;27.02.17;6;4;0;0;0
4962;18.05.17;Partnership (non rev share);web;34;male;Single;NO;Employee;NO;NO;26;19.03.18;10;5;0;3,49;0
4963;12.03.17;Organic;app;32;male;Single;NO;Employee;YES;NO;5;14.03.17;3;1;0;0;0
4964;09.05.17;Partnership (non rev share);web;28;male;In a Partnership;NO;Employee;YES;NO;19;24.05.17;19;2;0;8,8;0
4965;10.02.17;Partnership (non rev share);web;49;male;Married;YES;Civil Servant;YES;NO;24;30.11.17;8;3;0;0;0
4966;16.05.17;Partnership (non rev share);web;75;male;Married;NO;Retired;YES;NO;1;16.05.17;2;3;0;0;0
4967;19.05.17;Promotions;web;22;female;Single;YES;Unemployeed;NO;NO;6;14.11.17;9;0;0;0;0
4968;29.03.17;Facebook;app;21;male;Single;NO;Student/Trainee;NO;NO;39;27.02.18;13;2;0;0;0
4969;27.05.17;Digital Incent;app;37;male;Single;NO;Employee;NO;NO;3;27.05.17;4;1;0;0;0
4970;01.02.17;Organic;app;46;male;Married;YES;Employee;YES;NO;12;18.02.17;0;3;0;0;0
4971;17.02.17;Partnership (non rev share);web;36;male;In a Partnership;YES;Employee;YES;NO;8;20.02.17;3;1;0;0;0
4972;05.03.17;Promotions;web;52;female;Single;YES;Employee;YES;NO;4;05.08.17;11;6;0;27,82;0
4973;18.02.17;Partnership (non rev share);web;34;female;In a Partnership;NO;Employee;NO;NO;34;12.12.17;22;7;0;33,12;0
4974;29.05.17;Partnership (non rev share);web;46;male;In a Partnership;YES;Employee;NO;NO;17;17.11.17;5;5;0;72;0
4975;29.04.17;Partnership (non rev share);web;54;male;Married;YES;Employee;YES;NO;5;02.06.17;10;7;0;33,81;0
4976;25.02.17;Organic;app;36;male;Married;YES;Employee;YES;NO;4;26.02.17;3;1;0;0;0
4977;17.04.17;Partnership (non rev share);web;53;male;Married;YES;Employee;YES;NO;12;23.11.17;10;3;0;0;0
4978;12.04.17;Partnership (non rev share);web;64;male;Married;YES;Retired;YES;NO;1;12.04.17;7;1;0;18,9;0
4979;20.04.17;Organic;web;65;male;Married;NO;Civil Servant;YES;NO;29;06.12.17;12;3;0;15,34;0
4980;01.01.17;Partnership (non rev share);app;40;male;In a Partnership;NO;Freelancer/Self-employed;YES;NO;8;22.05.17;9;4;0;0;0
4981;24.05.17;Partnership (non rev share);web;39;male;Single;NO;Employee;NO;NO;2;24.05.17;6;4;0;0;0
4982;21.03.17;Promotions;web;36;male;Single;NO;Employee;YES;NO;17;15.09.17;11;6;0;83,07;0
4983;04.01.17;Organic;app;34;male;Married;NO;Employee;YES;YES;15;21.11.17;27;4;0;75,71;0
4984;30.05.17;Organic;app;30;male;Single;NO;Employee;YES;NO;16;17.06.17;4;2;0;0;0
4985;27.04.17;Partnership (non rev share);web;75;male;Single;NO;Retired;YES;NO;2;27.04.17;13;0;0;0;0
4986;05.03.17;Partnership (non rev share);web;37;male;Married;YES;Civil Servant;YES;NO;3;02.11.17;2;2;0;19,31;0
4987;01.02.17;Partnership (non rev share);web;33;male;Married;YES;Employee;YES;NO;16;28.10.17;8;3;0;30,29;0
4988;06.05.17;Organic;app;49;male;Married;YES;Employee;YES;NO;30;11.10.17;23;3;0;75,17;0
4989;22.05.17;Partnership (non rev share);web;77;male;Married;YES;Retired;YES;NO;1;22.05.17;6;1;0;0;0
4990;18.02.17;Search;app;57;male;Married;YES;Employee;YES;NO;1;18.02.17;1;3;0;0;0
4991;21.04.17;Partnership (non rev share);web;48;male;Single;NO;Employee;YES;NO;81;03.05.18;38;11;1;9,85;520,15
4992;19.02.17;Partnership (non rev share);web;41;male;Married;YES;Employee;YES;YES;35;10.11.17;2;3;0;0;0
4993;29.05.17;Partnership (non rev share);web;76;male;Married;NO;Retired;YES;NO;3;29.05.17;7;0;0;0;0
4994;23.01.17;Organic;web;28;male;Single;NO;Employee;NO;NO;13;17.02.17;16;1;1;0;0
4995;27.04.17;Partnership (non rev share);web;22;female;Married;NO;Employee;YES;YES;8;05.10.17;5;3;0;38,64;0
4996;16.02.17;Digital Incent;app;43;male;In a Partnership;YES;Employee;NO;NO;2;16.02.17;31;2;0;54,51;0
4997;31.05.17;Partnership (non rev share);web;60;male;Married;YES;Freelancer/Self-employed;YES;NO;10;07.01.18;14;5;0;110,74;0
4998;02.04.17;Organic;app;65;male;Married;YES;Retired;YES;NO;6;17.04.17;10;2;0;31,06;0
4999;20.01.17;Organic;app;34;male;In a Partnership;NO;Employee;YES;NO;11;21.10.17;14;5;0;39,53;0
5000;24.04.17;Organic;web;46;male;Married;YES;Employee;YES;NO;1;24.04.17;10;4;0;165,86;0
5001;04.01.17;Organic;app;32;male;Single;YES;Employee;YES;NO;7;09.01.17;0;1;0;0;0
5002;06.02.17;Organic;app;39;male;Married;YES;Employee;YES;NO;35;14.04.17;10;5;0;25,87;0
5003;02.02.17;Digital Incent;app;30;male;Single;NO;Student/Trainee;NO;YES;3;02.02.17;1;1;0;0;0
5004;20.05.17;Organic;app;38;male;Married;YES;Employee;YES;NO;2;20.05.17;4;2;0;0;0
5005;18.05.17;Organic;app;56;male;Married;YES;Employee;YES;NO;14;06.02.18;27;6;0;61,12;0
5006;20.05.17;Partnership (non rev share);web;39;male;Married;YES;Civil Servant;YES;NO;10;18.09.17;16;4;0;0;0
5007;26.03.17;Search;app;39;male;Married;YES;Employee;YES;NO;8;02.06.17;7;1;0;42,44;0
5008;02.05.17;Organic;web;29;male;Married;YES;Employee;YES;NO;39;05.08.17;10;3;0;0;0
5009;17.05.17;Partnership (non rev share);web;41;male;Married;YES;Employee;YES;NO;13;05.11.17;11;2;0;34,06;0
5010;17.05.17;Digital Incent;app;39;male;Married;YES;Employee;YES;NO;1;17.05.17;2;;;0;0
5011;16.03.17;Digital Incent;app;47;male;Married;NO;Employee;YES;NO;14;25.05.17;5;3;0;0;0
5012;07.01.17;Organic;app;41;female;Single;NO;Freelancer/Self-employed;YES;NO;43;12.02.18;53;5;1;100,2;0
5013;19.01.17;Digital Incent;app;30;female;Married;YES;Unemployeed;YES;NO;1;19.01.17;1;1;0;0;0
5014;21.03.17;Digital Incent;app;32;male;In a Partnership;YES;Unemployeed;NO;NO;3;22.03.17;8;0;0;0;0
5015;08.04.17;Digital Incent;app;32;male;Single;YES;Employee;NO;NO;25;19.02.18;9;2;0;0;0
5016;14.05.17;Digital Incent;app;34;female;Single;NO;Unemployeed;NO;NO;6;15.05.17;5;;;0;0
5017;06.02.17;Partnership (non rev share);web;35;male;Single;NO;Employee;YES;NO;18;29.01.18;5;7;0;52,56;0
5018;18.05.17;Organic;app;26;female;Single;YES;Employee;YES;YES;1;18.05.17;4;1;0;0;0
5019;21.05.17;Organic;web;77;male;Married;YES;Civil Servant;YES;NO;10;18.10.17;14;3;0;0;0
5020;18.04.17;Partnership (non rev share);web;41;male;Married;YES;Employee;YES;NO;82;21.11.17;31;7;0;29,4;0
5021;23.04.17;Organic;app;31;male;Married;YES;Employee;YES;NO;17;27.06.17;13;3;0;18,82;0
5022;03.04.17;Search;app;26;male;In a Partnership;NO;Employee;NO;NO;17;01.06.17;9;5;0;101,63;0
5023;27.03.17;Promotions;web;44;male;Married;YES;Employee;YES;NO;42;22.08.17;4;1;0;19,62;0
5024;02.03.17;Promotions;web;25;male;Single;NO;Student/Trainee;YES;NO;2;02.03.17;1;2;0;15,08;0
5025;22.03.17;Organic;app;29;male;Single;NO;Employee;NO;NO;80;26.03.18;5;1;0;0;0
5026;04.01.17;Digital Incent;app;38;female;Single;YES;Unemployeed;NO;NO;3;05.01.17;1;2;0;0;0
5027;23.04.17;Digital Incent;app;24;male;In a Partnership;YES;Employee;YES;YES;8;13.05.17;10;1;0;8,4;0
5028;09.03.17;Print;web;59;male;Married;YES;Freelancer/Self-employed;YES;NO;3;09.03.17;0;1;0;0;0
5029;21.01.17;Organic;app;52;female;Married;NO;Employee;YES;NO;16;11.10.17;3;1;0;0;0
5030;24.05.17;Partnership (non rev share);web;38;male;Single;NO;Employee;YES;NO;29;02.10.17;5;5;0;97,67;0
5031;07.03.17;Digital Incent;app;28;male;Married;YES;Civil Servant;YES;NO;10;16.03.17;3;1;0;0;0
5032;04.03.17;Promotions;web;43;male;Single;NO;Employee;YES;YES;36;23.11.17;14;5;0;34,97;0
5033;26.04.17;Partnership (non rev share);web;24;female;In a Partnership;NO;Employee;YES;YES;24;29.09.17;9;6;0;30,39;0
5034;23.04.17;Digital Incent;app;27;female;In a Partnership;YES;Unemployeed;YES;NO;1;23.04.17;3;;;0;0
5035;14.05.17;Partnership (non rev share);web;48;female;In a Partnership;NO;Employee;YES;NO;6;29.04.18;30;4;0;81,11;0
5036;08.02.17;Organic;web;52;male;Married;YES;Employee;YES;NO;14;11.03.18;6;1;0;0;0
