Contract ID;Created Date;Type;Insurance Category;Yearly Management Fee;Sales Fee;Customer ID
12114;27.06.17;Existing Contract;Term life insurance;3,75;0;4917
12115;23.06.17;New Contract;Supplementary dental insurance;5,15;412;1759
12116;24.04.17;Existing Contract;Motor vehicle legal protection insurance;4,55;0;757
12117;09.01.18;Existing Contract;Personal liability insurance;10,48;0;1237
12118;22.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;6,8;0;1055
12119;22.11.17;Existing Contract;Legal protection insurance;0;0;444
12120;09.01.18;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;158,04;0;1631
12121;04.07.17;Existing Contract;Riester pension insurance scheme;7,68;0;1996
12122;22.05.17;Existing Contract;Household contents insurance;0;0;2636
12123;11.04.17;Existing Contract;Personal liability insurance;16,28;0;3574
12124;31.03.17;Existing Contract;Private pension insurance;6,07;0;2700
12125;02.06.17;Existing Contract;Occupational disability insurance;14,11;0;1089
12126;27.01.17;Existing Contract;Household contents insurance;18,99;0;863
12127;02.03.17;Existing Contract;Personal liability insurance & household contents insurance;;0;447
12128;12.05.17;Existing Contract;Supplementary insurance for visual aids;2,63;0;1377
12129;08.06.17;Existing Contract;Personal liability insurance & heating oil insurance and water pollution insurance;12,07;0;1224
12130;09.06.17;Existing Contract;Statutory health insurance;;0;1994
12131;30.03.17;Existing Contract;Household contents insurance;8,75;0;163
12132;20.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;1674
12133;27.11.17;Existing Contract;Mobile phone insurance;;0;1505
12134;26.04.17;Existing Contract;Statutory health insurance;;0;1618
12135;11.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;12,91;0;4554
12136;16.05.17;Existing Contract;Occupational disability insurance;8,62;0;2559
12137;27.02.17;Existing Contract;Term life insurance;0;0;5002
12138;10.02.17;Existing Contract;Statutory health insurance;;0;878
12139;21.12.17;Existing Contract;Motor vehicle liability insurance;;0;4689
12140;08.05.17;Existing Contract;Statutory health insurance;;0;2359
12141;16.02.17;Existing Contract;Supplementary long-term nursing care insurance (KV);0;0;408
12142;25.07.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;65,69;0;4560
12143;20.04.17;Existing Contract;Statutory health insurance;;0;4138
12144;13.02.17;Existing Contract;Personal liability insurance;8,66;0;2271
12145;28.04.17;Existing Contract;Household contents insurance;6,36;0;5342
12146;30.06.17;Existing Contract;Occupational disability insurance & term life insurance;0;0;3199
12147;06.04.17;Existing Contract;Glass insurance;3,83;0;1864
12148;11.07.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;;0;2130
12149;15.03.17;Existing Contract;Personal liability insurance;10,04;0;36
12150;18.05.17;New Contract;Supplementary dental insurance;2,82;188;5150
12151;17.05.17;Existing Contract;Private pension insurance;16,8;0;4238
12152;28.02.17;Existing Contract;Statutory health insurance;;0;5085
12153;08.06.17;Existing Contract;Personal liability insurance;;0;4864
12154;09.03.17;Existing Contract;Statutory health insurance;;0;4822
12155;22.06.17;Existing Contract;Personal liability insurance;;0;4828
12156;30.06.17;Existing Contract;Daily sickness benefits insurance & supplementary dental insurance;16,92;0;5079
12157;18.01.17;Existing Contract;Statutory health insurance;;0;877
12158;11.08.17;Existing Contract;Glass insurance;4,81;0;2840
12159;13.06.17;Existing Contract;Household contents insurance;13,38;0;1297
12160;11.02.17;Existing Contract;Statutory health insurance;;0;2187
12161;06.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;17,09;0;102
12162;24.04.17;Existing Contract;Statutory health insurance;;0;5321
12163;31.03.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;2468
12164;02.03.17;Existing Contract;Statutory health insurance;;0;3463
12165;15.03.17;Existing Contract;Classic car insurance;0;0;88
12166;21.02.17;Existing Contract;Occupational disability insurance;5,49;0;3418
12167;21.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;;0;2521
12168;15.09.17;Existing Contract;Personal liability insurance, household contents insurance & glass insurance;49,69;0;3403
12169;24.02.17;Existing Contract;Personal liability insurance, homeowner’s building insurance, household contents insurance & glass insurance;134,85;0;1704
12170;06.08.17;Existing Contract;Trailer insurance;3,12;0;1346
12171;15.11.17;Existing Contract;Household contents insurance, legal protection insurance & accident insurance;73,77;0;4615
12172;13.05.17;Existing Contract;Statutory health insurance;;0;4887
12173;20.03.18;New Contract;Glass breakage insurance;7;0;1950
12174;03.03.17;Existing Contract;Statutory health insurance;;0;88
12175;12.04.17;Existing Contract;Legal protection insurance;24;0;4068
12176;21.03.17;Existing Contract;Personal liability insurance;16,89;0;477
12177;24.01.17;Existing Contract;Household contents insurance;;0;4471
12178;20.03.17;Existing Contract;Legal protection insurance;73,94;0;3735
12179;09.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;4333
12180;27.03.17;Existing Contract;Boat liability insurance;16,7;0;1781
12181;26.05.17;Existing Contract;Motor vehicle liability insurance;0;0;3961
12182;07.04.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);;0;1995
12183;17.05.17;Existing Contract;Statutory health insurance;;0;296
12184;14.07.17;Existing Contract;Pet health insurance;;0;4065
12185;18.05.17;Existing Contract;Household contents insurance;28,89;0;2209
12186;24.05.17;Existing Contract;Direct insurance;0;0;3132
12187;27.03.17;Existing Contract;Statutory health insurance;;0;5136
12188;28.08.17;Existing Contract;Personal liability insurance;5,6;0;3143
12189;14.11.17;New Contract;Accident insurance;33,28;0;3772
12190;20.03.17;Existing Contract;Statutory health insurance;;0;2468
12191;22.11.17;Existing Contract;Personal liability insurance;12,19;0;2973
12192;19.12.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;586
12193;30.06.17;Existing Contract;Daily sickness benefits insurance;1,01;0;379
12194;30.05.17;Existing Contract;Statutory health insurance;;0;734
12195;11.09.17;Existing Contract;Personal liability insurance;8,99;0;2888
12196;21.03.17;Existing Contract;Statutory health insurance;;0;3635
12197;26.04.17;Existing Contract;Household contents insurance;14,6;0;705
12198;17.03.17;Existing Contract;Personal liability insurance;;0;4269
12199;17.01.17;Existing Contract;Statutory health insurance;;0;3585
12200;10.04.17;Existing Contract;Legal protection insurance;27,86;0;2430
12201;14.05.17;Existing Contract;Statutory health insurance;;0;1852
12202;07.03.17;Existing Contract;Statutory health insurance;;0;3560
12203;21.04.17;Existing Contract;Statutory health insurance;;0;2640
12204;18.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;9,57;0;4917
12205;21.03.17;Existing Contract;Riester pension insurance scheme;28,88;0;2058
12206;16.03.17;Existing Contract;Personal liability insurance;;0;2511
12207;29.03.17;Existing Contract;Personal liability insurance;0;0;4691
12208;18.01.17;Existing Contract;Private pension insurance;2,1;0;1403
12209;28.09.17;Existing Contract;Transport insurance;;0;812
12210;05.02.17;Existing Contract;Statutory health insurance;;0;1421
12211;31.03.17;Existing Contract;Riester pension insurance scheme;24;0;4941
12212;13.04.17;Existing Contract;Statutory health insurance;;0;224
12213;09.10.17;Existing Contract;Household contents insurance;39,53;0;4999
12214;12.06.17;Existing Contract;Accident insurance;43,75;0;965
12215;15.05.17;Existing Contract;Statutory health insurance;;0;1072
12216;12.01.17;Existing Contract;Statutory health insurance;;0;447
12217;26.06.17;Existing Contract;Household contents insurance;14,3;0;4266
12218;06.02.17;Existing Contract;Statutory health insurance;;0;820
12219;13.02.17;Existing Contract;Funeral insurance;0,25;0;4141
12220;22.05.17;Existing Contract;Statutory health insurance;;89,25;4862
12221;26.04.17;Existing Contract;Homeowner’s building insurance;169,88;0;3284
12222;03.04.17;Existing Contract;Legal protection insurance;;0;1666
12223;03.03.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;19,45;0;2163
12224;06.06.17;Existing Contract;Travel health insurance;;0;5375
12225;24.05.17;Existing Contract;Statutory health insurance;;0;5091
12226;06.03.17;New Contract;Supplementary dental insurance;0,72;48;679
12227;28.04.17;Existing Contract;Personal liability insurance;12,39;0;3815
12228;12.07.17;Existing Contract;Accident insurance;23,27;0;1597
12229;22.11.17;Existing Contract;Homeowner’s building insurance, household contents insurance & glass insurance;23,85;0;4843
12230;27.04.17;Existing Contract;Accident insurance;;0;4168
12231;11.05.17;Existing Contract;Personal liability insurance;17,08;0;9
12232;07.04.17;Existing Contract;Statutory health insurance;;0;1166
12233;27.04.17;Existing Contract;Supplementary dental insurance;;0;54
12234;25.01.17;Existing Contract;Personal liability insurance;18,2;0;2410
12235;20.01.17;Existing Contract;Statutory health insurance;;0;5013
12236;06.06.17;Existing Contract;Personal liability insurance;11,98;0;3523
12237;03.03.17;Existing Contract;Personal liability insurance;;0;2504
12238;17.03.17;Existing Contract;Personal liability insurance;;0;3833
12239;10.02.17;Existing Contract;Household contents insurance & glass insurance;;0;4825
12240;01.02.17;Existing Contract;Dog owner liability insurance;15,57;0;1524
12241;13.06.17;Existing Contract;Loss of basic capabilities insurance;16,66;0;4745
12242;22.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance (with insurance cover certificate);;0;5263
12243;03.05.17;Existing Contract;Personal liability insurance;8,84;0;3350
12244;30.03.17;Existing Contract;Travel health insurance;0;0;4394
12245;25.03.17;Existing Contract;Statutory health insurance;;0;2931
12246;08.02.17;Existing Contract;Legal protection insurance;;0;58
12247;10.03.17;Existing Contract;Personal liability insurance;6,55;0;2038
12248;20.02.17;Existing Contract;Statutory health insurance;;0;2844
12249;13.09.17;Existing Contract;Personal liability insurance;;0;2842
12250;29.04.18;New Contract;Personal liability insurance;14,75;0;4514
12251;16.03.17;Existing Contract;Legal protection insurance;;0;4772
12252;09.05.17;Existing Contract;Basic pension insurance;;0;3533
12253;27.04.17;Existing Contract;Statutory health insurance;;0;4877
12254;18.01.17;Existing Contract;Statutory health insurance;;0;2207
12255;28.04.17;Existing Contract;Motorcycle insurance;20,97;0;1895
12256;27.02.17;Existing Contract;Statutory health insurance;;0;4948
12257;15.04.17;New Contract;Household contents insurance;13,96;0;2985
12258;06.03.17;Existing Contract;Household contents insurance;14,15;0;5032
12259;08.05.17;Existing Contract;Homeowner’s building insurance;0;0;774
12260;17.09.17;Existing Contract;Private pension insurance;28,8;0;5035
12261;22.02.17;Existing Contract;Supplementary outpatient health insurance;1,42;0;4047
12262;08.02.17;Existing Contract;Riester pension insurance scheme;11,6;1493,95;652
12263;19.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;71,77;0;707
12264;26.06.17;Existing Contract;Personal liability insurance & household contents insurance;;0;369
12265;23.07.17;Existing Contract;Motor vehicle liability insurance;38,03;0;1859
12266;24.01.17;Existing Contract;Statutory health insurance;;0;1958
12267;23.10.17;Existing Contract;Homeowner’s building insurance;;0;3873
12268;09.06.17;Existing Contract;Occupational disability insurance;3,24;0;188
12269;30.01.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;38,36;0;3088
12270;19.05.17;Existing Contract;Personal liability insurance;;0;4716
12271;02.06.17;Existing Contract;Personal liability insurance & heating oil insurance and water pollution insurance;8,53;0;2082
12272;24.05.17;Existing Contract;Household contents insurance;;0;1602
12273;14.02.17;Existing Contract;Pet owner liability insurance;;0;3335
12274;11.08.17;New Contract;Private health insurance;16,54;9036,45;3562
12275;13.06.17;Existing Contract;Personal liability insurance;;0;471
12276;22.11.17;Existing Contract;Accident insurance;12,36;0;3081
12277;26.05.17;Existing Contract;Motor vehicle legal protection insurance;7,03;0;3753
12278;07.05.17;Existing Contract;Statutory health insurance;;0;4988
12279;17.05.17;Existing Contract;Statutory health insurance;;0;3660
12280;30.06.17;New Contract;Household contents insurance;19,4;0;5145
12281;31.03.17;Existing Contract;Statutory health insurance;;89;5261
12282;27.12.17;Existing Contract;Private pension insurance;6,79;0;5388
12283;03.04.18;Existing Contract;Accident insurance;30,33;0;2272
12284;06.12.17;New Contract;Building performance insurance;51,17;0;1213
12285;17.01.17;Existing Contract;Accident insurance;0;0;1087
12286;17.10.17;Existing Contract;Legal protection insurance;64,47;0;1390
12287;25.04.17;Existing Contract;Statutory health insurance;;0;2175
12288;20.04.17;Existing Contract;Homeowner’s building insurance;;0;5020
12289;03.04.17;Existing Contract;Household contents insurance;;0;5214
12290;10.05.17;Existing Contract;Homeowner’s building insurance;;0;1307
12291;18.07.17;Existing Contract;Business content insurance;34,44;0;3248
12292;12.05.17;Existing Contract;Private health insurance, vested pension entitlement insurance & compulsory long-term nursing care insurance;19,84;0;5179
12293;23.01.17;Existing Contract;Accident insurance;74,17;0;2542
12294;18.01.17;Existing Contract;Statutory health insurance;;0;439
12295;16.02.17;Existing Contract;Personal liability insurance & household contents insurance;;0;1725
12296;22.08.17;Existing Contract;Glass insurance;1,65;0;472
12297;03.01.18;New Contract;Supplementary hospitalisation insurance;0,84;35,42;3981
12298;23.05.17;Existing Contract;Pet owner liability insurance;9,75;0;4323
12299;04.07.17;Existing Contract;Accident insurance;20,82;0;2687
12300;27.04.17;Existing Contract;Personal liability insurance;12,62;0;243
12301;04.12.17;New Contract;Legal protection insurance;35,56;0;1146
12302;24.05.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;58,38;0;1306
12303;06.06.17;Existing Contract;Travel health insurance;0,15;0;3524
12304;28.04.17;Existing Contract;Term life insurance;0;0;4675
12305;01.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);167,85;0;3637
12306;28.03.17;Existing Contract;Accident insurance;15,93;0;1282
12307;10.03.17;Existing Contract;Household contents insurance;;0;1610
12308;20.03.17;Existing Contract;Occupational disability & basic pension insurance;44,78;0;4088
12309;27.03.17;Existing Contract;Statutory health insurance;;0;3626
12310;25.08.17;Existing Contract;Personal liability insurance & building owner's liability insurance;11,79;0;3826
12311;24.04.17;Existing Contract;Travel cancellation insurance, travel curtailment insurance & travel luggage insurance;0;0;3301
12312;13.07.17;Existing Contract;Accident insurance;;0;668
12313;10.03.17;Existing Contract;Personal liability insurance;;0;1294
12314;24.05.17;Existing Contract;Occupational disability insurance;25,85;0;3132
12315;19.06.17;Existing Contract;Homeowner’s building insurance;;0;1749
12316;17.03.17;Existing Contract;Statutory health insurance;;0;3391
12317;22.03.17;Existing Contract;Accident insurance;0;0;2148
12318;24.05.17;Existing Contract;Travel health insurance;;0;3866
12319;31.05.17;Existing Contract;Supplementary dental insurance;3,51;0;1755
12320;19.04.17;Existing Contract;Statutory health insurance;;0;5416
12321;24.04.17;Existing Contract;Statutory health insurance;;89;5413
12322;06.11.17;Existing Contract;Legal protection insurance;46,88;0;5378
12323;17.02.18;Existing Contract;Travel cancellation insurance;;0;1493
12324;22.02.17;Existing Contract;Statutory health insurance;;0;1205
12325;17.05.17;Existing Contract;Personal liability insurance;;0;3883
12326;07.06.17;Existing Contract;Supplementary dental insurance & supplementary long-term nursing care insurance (KV);5,53;0;5171
12327;27.01.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;2385
12328;23.08.17;Existing Contract;Private pension insurance;23,77;0;2505
12329;07.02.17;Existing Contract;Statutory health insurance;;0;3636
12330;23.02.17;Existing Contract;Motor vehicle liability insurance;;0;4762
12331;09.06.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;75,45;0;4682
12332;12.06.17;Existing Contract;Legal protection insurance;30,59;0;905
12333;02.06.17;Existing Contract;Travel health insurance;0,14;0;3871
12334;18.04.18;Existing Contract;Supplementary hospitalisation insurance;2,17;0;4751
12335;23.01.17;Existing Contract;Personal liability insurance;0;0;1589
12336;06.09.17;Existing Contract;Pension fund;;0;4823
12337;06.06.17;Existing Contract;Homeowner’s building insurance;;0;5352
12338;14.03.17;Existing Contract;Personal liability insurance;;0;364
12339;03.03.17;Existing Contract;Legal protection insurance;34;0;3755
12340;16.01.17;Existing Contract;Basic pension insurance;6,18;0;3175
12341;21.02.17;Existing Contract;Glass insurance;0;0;4229
12342;12.02.17;Existing Contract;Statutory health insurance;;0;2369
12343;01.11.17;Existing Contract;Personal liability insurance, household contents insurance & legal protection insurance;47,38;0;3566
12344;03.04.17;Existing Contract;Mobile phone insurance;0;0;4747
12345;07.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;;0;2269
12346;19.04.17;Existing Contract;Personal liability insurance;15,8;0;4039
12347;14.04.17;Existing Contract;Statutory health insurance;;0;1195
12348;27.04.17;Existing Contract;Statutory health insurance;;0;3569
12349;02.05.18;Existing Contract;Supplementary dental insurance;1,62;0;1320
12350;23.09.17;Existing Contract;Travel health insurance;;0;4579
12351;02.01.17;Existing Contract;Statutory health insurance;;0;300
12352;28.03.17;Existing Contract;Legal protection insurance;40,5;0;5171
12353;17.05.17;Existing Contract;Private pension insurance;;0;5240
12354;04.05.17;Existing Contract;Statutory health insurance;;0;3006
12355;10.09.17;New Contract;Legal protection insurance;52,34;0;4833
12356;23.03.17;New Contract;Personal liability insurance;15,8;0;4805
12357;19.04.17;Existing Contract;Occupational disability insurance;0,61;0;3138
12358;03.05.17;Existing Contract;Supplementary dental insurance;3,15;0;2688
12359;15.01.17;Existing Contract;Statutory health insurance;;0;1252
12360;03.04.17;Existing Contract;Personal liability insurance;14,53;0;1141
12361;08.03.17;Existing Contract;Direct insurance;18;0;5113
12362;31.05.17;Existing Contract;Private pension insurance;6,13;0;4129
12363;22.05.17;Existing Contract;Household contents insurance;8,81;0;3774
12364;27.04.17;Existing Contract;Pet owner liability insurance;7;0;846
12365;15.08.17;Existing Contract;Supplementary insurance for visual aids;0,18;0;4703
12366;19.07.17;Existing Contract;Legal protection insurance;37,05;0;3748
12367;15.09.17;Existing Contract;Occupational disability insurance;13,29;0;3143
12368;09.04.18;Existing Contract;Endowment life insurance;12,42;0;1155
12369;13.04.17;Existing Contract;Direct insurance;0;0;613
12370;28.12.17;Existing Contract;Legal protection insurance;64,66;0;3358
12371;31.05.17;Existing Contract;Statutory health insurance;;0;3250
12372;12.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;3247
12373;21.12.17;Existing Contract;Personal liability insurance & service indemnity insurance;29,24;0;2910
12374;06.06.17;Existing Contract;Accident insurance;2,52;0;999
12375;04.07.17;Existing Contract;Homeowner & landowner liability insurance;37,71;0;4108
12376;23.03.17;Existing Contract;Autocycle and moped insurance;;0;177
12377;09.04.17;Existing Contract;Statutory health insurance;;0;5015
12378;26.05.17;Existing Contract;Statutory health insurance;;0;1813
12379;30.05.17;Existing Contract;Household contents insurance & glass insurance;11,79;0;1693
12380;16.02.17;Existing Contract;Statutory health insurance;;0;442
12381;02.02.17;Existing Contract;Travel health insurance;0,16;0;3936
12382;26.08.17;Existing Contract;Mobile home insurance;2,99;0;1884
12383;04.10.17;Existing Contract;Accident insurance;14,86;0;1277
12384;13.06.17;Existing Contract;Legal protection insurance;;0;904
12385;21.04.17;Existing Contract;Travel cancellation insurance & travel curtailment insurance;0;0;4646
12386;24.04.17;Existing Contract;Legal protection insurance;0;0;2846
12387;15.05.17;Existing Contract;Personal liability insurance;;0;1111
12388;07.06.17;Existing Contract;Pet owner liability insurance;7,46;0;3117
12389;15.03.17;Existing Contract;Statutory health insurance;;0;700
12390;02.01.17;Existing Contract;Statutory health insurance;;0;2792
12391;09.04.17;Existing Contract;Statutory health insurance;;0;89
12392;17.05.17;Existing Contract;Household contents insurance;11,03;0;2924
12393;08.07.17;Existing Contract;Household contents insurance;15;0;899
12394;15.02.17;Existing Contract;Statutory health insurance;;0;5130
12395;07.04.17;Existing Contract;Supplementary dental insurance;6,84;0;2910
12396;07.09.17;Existing Contract;Supplementary dental insurance;;0;3515
12397;22.06.17;Existing Contract;Personal liability insurance, household contents insurance, legal protection insurance & glass breakage insurance;111,05;0;3600
12398;02.03.17;Existing Contract;Statutory health insurance;;0;3157
12399;27.03.17;Existing Contract;Statutory health insurance;;0;3800
12400;22.05.17;Existing Contract;Basic pension insurance;23,81;0;1085
12401;14.03.17;Existing Contract;Statutory health insurance;;0;735
12402;08.05.17;Existing Contract;Motor vehicle liability insurance;0;0;3089
12403;27.03.17;Existing Contract;Legal protection insurance;0;0;1138
12404;08.02.17;Existing Contract;Statutory health insurance;;0;2679
12405;07.03.17;Existing Contract;Occupational disability insurance;11,36;0;237
12406;11.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;32,37;0;2676
12407;29.03.18;New Contract;Direct insurance;77,4;8173,4;3001
12408;26.05.17;Existing Contract;Motorcycle insurance;2,28;0;469
12409;16.05.17;Existing Contract;Statutory health insurance;;0;4917
12410;11.09.17;Existing Contract;Personal liability insurance & household contents insurance;0;0;3679
12411;03.01.18;New Contract;Supplementary hospitalisation insurance, supplementary dental insurance & supplementary outpatient health insurance;17,18;728,55;3981
12412;05.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;21,19;0;1389
12413;23.01.17;Existing Contract;Statutory health insurance;;0;2205
12414;06.04.17;Existing Contract;Legal protection insurance;35,58;0;4442
12415;07.05.17;Existing Contract;Statutory health insurance;;0;5048
12416;24.03.17;Existing Contract;Household contents insurance;;0;4378
12417;02.02.17;Existing Contract;Motorhome insurance;0;0;1176
12418;29.03.17;Existing Contract;Statutory health insurance;;0;115
12419;28.03.17;Existing Contract;Personal liability insurance;;0;1374
12420;12.12.17;New Contract;Building owner's liability insurance;9,25;0;917
12421;26.05.17;Existing Contract;Statutory health insurance;;0;1695
12422;23.03.17;Existing Contract;Homeowner’s building insurance & household contents insurance;0;0;5262
12423;07.02.17;Existing Contract;Occupational disability insurance;14,4;0;730
12424;01.11.17;Existing Contract;Personal liability insurance, household contents insurance & legal protection insurance;62;0;4303
12425;17.11.17;Existing Contract;Supplementary dental insurance;4,9;0;4649
12426;04.05.17;Existing Contract;Mobile phone insurance;;0;4639
12427;09.03.17;Existing Contract;Statutory health insurance;;0;148
12428;06.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;31,77;0;823
12429;07.07.17;Existing Contract;Accident insurance;25,75;0;2024
12430;12.04.17;Existing Contract;Supplementary dental insurance & supplementary outpatient health insurance;10,25;0;4955
12431;04.04.17;Existing Contract;Travel health insurance;0,11;0;2525
12432;01.03.17;Existing Contract;Personal liability insurance;10,92;0;2439
12433;12.06.17;Existing Contract;Personal liability insurance;;0;739
12434;25.01.17;Existing Contract;Travel health insurance;0,2;0;1754
12435;26.08.17;Existing Contract;Personal liability insurance, household contents insurance, accident insurance & professional indemnity insurance;20,72;0;2386
12436;13.03.17;Existing Contract;Supplementary dental insurance & supplementary outpatient health insurance;7,18;0;5062
12437;29.05.17;Existing Contract;Statutory health insurance;;0;2242
12438;15.05.17;Existing Contract;Supplementary dental insurance;0;0;1308
12439;23.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;203,96;0;2052
12440;29.01.18;Existing Contract;Household contents insurance;11,23;0;2988
12441;28.09.17;Existing Contract;Riester pension insurance scheme;;0;1695
12442;24.05.17;Existing Contract;Motorcycle insurance;7,6;0;1167
12443;31.03.17;Existing Contract;Supplementary dental insurance;0,65;0;177
12444;07.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;1346
12445;05.04.17;Existing Contract;Accident insurance;0;0;3305
12446;18.04.17;Existing Contract;Statutory health insurance;;0;540
12447;17.07.17;New Contract;Personal liability insurance;11;0;1029
12448;02.10.17;Existing Contract;Homeowner’s building insurance;;0;2457
12449;06.06.17;Existing Contract;Household contents insurance & glass insurance;;0;1757
12450;28.04.17;Existing Contract;Statutory health insurance;;0;3627
12451;24.02.17;Existing Contract;Statutory health insurance;;0;1540
12452;20.06.17;Existing Contract;Private health insurance & compulsory long-term nursing care insurance;43,03;0;1591
12453;17.05.17;Existing Contract;Accident insurance;75,84;0;2351
12454;28.05.17;Existing Contract;Statutory health insurance;;0;2597
12455;30.04.17;Existing Contract;Statutory health insurance;;0;3180
12456;06.06.17;Existing Contract;Travel health insurance;;0;4255
12457;02.08.17;Existing Contract;Pecuniary loss liability insurance;119,7;0;1637
12458;31.05.17;Existing Contract;Statutory health insurance;;0;4369
12459;03.05.17;Existing Contract;Endowment life insurance;11,38;0;4644
12460;24.05.17;Existing Contract;Household contents insurance & natural disasters insurance;46,27;0;1533
12461;22.05.17;Existing Contract;Household contents insurance;25,33;0;1390
12462;02.06.17;Existing Contract;Travel health insurance;;0;99
12463;27.02.17;Existing Contract;Personal liability insurance;12,39;0;4740
12464;24.04.17;Existing Contract;Legal protection insurance;48,11;0;4228
12465;04.04.17;Existing Contract;Supplementary dental insurance;5,62;0;4622
12466;11.07.17;Existing Contract;Endowment life insurance;9;0;4091
12467;30.01.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);0;0;84
12468;31.01.18;Existing Contract;Supplementary dental insurance;;0;885
12469;22.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;7,29;0;1055
12470;24.01.17;Existing Contract;Statutory health insurance;;0;891
12471;14.09.17;Existing Contract;Personal liability insurance;;0;3454
12472;14.02.17;Existing Contract;Statutory health insurance;;0;2639
12473;12.01.17;Existing Contract;Statutory health insurance;;0;3076
12474;18.05.17;Existing Contract;Hunting liability insurance;4,06;0;3508
12475;14.03.17;Existing Contract;Statutory health insurance;;0;249
12476;05.04.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;23,32;0;874
12477;23.03.17;Existing Contract;Personal liability insurance;;0;4811
12478;19.01.17;Existing Contract;Household contents insurance;14,52;0;1664
12479;26.09.17;Existing Contract;Private pension insurance;13,8;0;467
12480;21.04.17;New Contract;Personal liability insurance;10,34;0;4236
12481;26.01.17;Existing Contract;Statutory health insurance;;0;1217
12482;16.02.17;Existing Contract;Accident insurance;;0;2973
12483;15.02.17;Existing Contract;Statutory health insurance;;0;2502
12484;20.03.17;Existing Contract;Motor vehicle liability insurance;29,4;0;698
12485;20.03.17;Existing Contract;Supplementary dental insurance & supplementary outpatient health insurance;3,65;0;913
12486;14.04.17;Existing Contract;Statutory health insurance;;0;1320
12487;13.02.17;Existing Contract;Household contents insurance;10,68;0;4722
12488;25.09.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;14,89;0;2820
12489;30.01.17;Existing Contract;Statutory health insurance;;0;3402
12490;01.06.17;Existing Contract;Legal protection insurance;17,77;0;5172
12491;09.06.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;43,88;0;431
12492;10.02.17;Existing Contract;Term life insurance;0;0;408
12493;09.05.17;Existing Contract;Direct insurance;;0;3044
12494;28.08.17;Existing Contract;Personal liability insurance;;0;4483
12495;16.01.17;Existing Contract;Legal protection insurance;36,91;0;503
12496;20.01.17;Existing Contract;Household contents insurance;12,4;0;1250
12497;26.06.17;Existing Contract;Homeowner’s building insurance;38,06;0;1915
12498;15.05.17;Existing Contract;Statutory health insurance;;0;4945
12499;12.07.17;Existing Contract;Supplementary dental insurance;;0;648
12500;28.06.17;Existing Contract;Travel health insurance;;0;1528
12501;09.10.17;Existing Contract;Pet health insurance;2,31;0;194
12502;13.04.17;Existing Contract;Travel health insurance;0,1;0;1398
12503;24.07.17;Existing Contract;Daily sickness benefits insurance;1,73;0;1211
12504;01.08.17;Existing Contract;Legal protection insurance;34,95;0;1601
12505;08.09.17;Existing Contract;Legal protection insurance;119,76;0;1190
12506;28.05.17;Existing Contract;Statutory health insurance;;0;160
12507;22.02.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;0;0;1440
